Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/Medication-50270251000117100.json	3293	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Medication-50277841000117102.json	3707	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Medication-50283011000117109.json	3558	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Medication-50289761000117107.json	3490	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Medication-50301271000117101.json	3525	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Medication-50308221000117108.json	3348	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0
fsh-generated/resources/Medication-50320741000117103.json	3289	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
fsh-generated/resources/Medication-50324571000117108.json	3264	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0
fsh-generated/resources/Medication-50350151000117104.json	3390	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/OperationOutcome-APIError-Unauthorised.json	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ChargeItemDefinitionCodeSearchParam.json	500	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	2	0	0
fsh-generated/resources/SearchParameter-ChargeItemDefinitionDeviceReferenceSearchParam.json	760	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ChargeItemDefinitionInstanceSearchParam.json	507	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ChargeItemDefinitionSACodeSearchParam.json	526	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-MedicationCategorySearchParam.json	608	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-MedicationNameSearchParam.json	551	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-authorization-case-count.json	1726	1	0	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	23	1126	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-authorization-form.json	1676	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	87	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-authorization-schema.json	1700	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	96	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-authorization-title.json	1612	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	100	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-brand-switch-fee.json	1392	1	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	108	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-contract-type.json	1432	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	70	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-cost-brand-source.json	1419	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	67	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-device-definition-reference.json	1967	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	70	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-dv-limit-percent.json	1404	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	68	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-funding-rule.json	7644	4	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	198	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-funding-subsidy-amount.json	4121	2	0	21	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	50	113	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-in-combination.json	1474	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	67	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-medication-atc.json	1328	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	65	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-medication-description.json	2540	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	90	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-medication-legal-class.json	1850	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	74	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-medication-legal-classification.json	1434	1	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	68	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-medication-nzmt-type.json	1411	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	72	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-medication-pack.json	3271	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	118	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-medication-price.json	2554	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	115	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-pharmac-charge-item-definition-funding-rules.json	12474	4	0	227	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	307	824	0	0	0	31	1	3
fsh-generated/resources/StructureDefinition-pharmac-charge-item-definition-special-authority.json	8263	3	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	160	442	0	0	0	24	0	1
fsh-generated/resources/StructureDefinition-pharmac-charge-item-definition.json	19888	6	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	149	276	0	0	0	20	0	1
fsh-generated/resources/StructureDefinition-pharmac-is-primary-coding.json	1491	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	60	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-pharmac-medication.json	9322	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	130	235	0	0	0	14	0	1
fsh-generated/resources/StructureDefinition-pricing-copayment-max.json	1441	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	60	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-pricing-effective-date.json	1414	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	65	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-pricing-expiry-date.json	1413	1	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	89	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-pricing-not-combined.json	1428	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	55	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-pricing-section-29.json	1410	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	56	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-schedule-funding-attributes.json	11614	6	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	89	199	0	0	0	12	0	1
fsh-generated/resources/StructureDefinition-statim.json	1383	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	59	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-wastage-claimable.json	1392	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	58	0	0	0	2	0	1
fsh-generated/resources/ValueSet-medication-form-codes.json	502	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2433	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pharmac-medication-code.json	1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3335	0	0	0	0	0	0
fsh-generated/resources/ValueSet-snomed-ct-device-types.json	504	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2271	0	0	0	0	0	0
/fsh-generated/includes/menu.xml	3195	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	19221	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-pharmac-charge-item-definition-intro.md	3373	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/examples.md	7205	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
/input/pagecontent/sa-json-schema-guide.md	21535	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/relationships.md	7293	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/datamodel.md	8884	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
/input/pagecontent/fhir-ig-to-xml.md	25614	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/api.md	8222	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-pharmac-charge-item-definition-special-authority-intro.md	2719	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
/input/pagecontent/sa9999-schema-example.md	31021	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/version-history.md	1824	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/use-cases.md	1257	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/fr-json-schema-guide.md	7671	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/terminology.md	1226	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-pharmac-medication-intro.md	3073	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/pagecontent/index.md	617	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/pagecontent/StructureDefinition-pharmac-charge-item-definition-funding-rules-intro.md	3002	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/template/config	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/template/config/_config.yml	140	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
/input/images	0	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/input/images/schema-overview.png	1218280	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
/temp/pages/_includes/artifacts.xml	92113	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	0	0	0	0	0	0
