"ChargeItemDefinition.extension:fundingRule.extension:type","ChargeItemDefinition.extension.extension","type","","",1,1,"Y","","","Extension {[]} {[]}
","Funding type (e.g., community, hospital)","The type of funding context - typically 'community' or 'hospital'","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:type.id","ChargeItemDefinition.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:type.extension","ChargeItemDefinition.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:type.url","ChargeItemDefinition.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""type""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:type.value[x]","ChargeItemDefinition.extension.extension.value[x]","","","",0,1,"","","","code {[]} {[]}
","Funding type","The type of funding context (e.g., community, hospital). Typically aligns with PHARMAC schedule funding columns such as community or hospital supply.","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule","ChargeItemDefinition.extension.extension","rule","","",0,*,"Y","","","Extension {[]} {[]}
","Specific funding rules","Array of specific funding rules including case sequences, funding mechanisms, and other conditions","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.id","ChargeItemDefinition.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension","ChargeItemDefinition.extension.extension.extension","","","",1,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:type","ChargeItemDefinition.extension.extension.extension","type","","",1,1,"Y","","","Extension {[]} {[]}
","Rule type (e.g., CaseSequence, FundingMechanism)","The type of funding rule - common types include CaseSequence (ordered case number), FundingMechanism (Prescription, BSO, RuralPSO)","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:type.id","ChargeItemDefinition.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:type.extension","ChargeItemDefinition.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:type.url","ChargeItemDefinition.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""type""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:type.value[x]","ChargeItemDefinition.extension.extension.extension.value[x]","","","",0,1,"","","","code {[]} {[]}
","Rule type","The type of funding rule (e.g., DoseSWt, FormReqd, FormMax, MaxCoPayment, SubRxF, Special, CaseSequence). CaseSequence indicates an ordered case within a card, with the numeric value held in the corresponding value element.","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value","ChargeItemDefinition.extension.extension.extension","value","","",0,1,"Y","","","Extension {[]} {[]}
","Rule value (e.g., case sequence number)","Numeric value associated with the funding rule, such as the case sequence number (1, 2, etc.)","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.id","ChargeItemDefinition.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.extension","ChargeItemDefinition.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.url","ChargeItemDefinition.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""value""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.value[x]","ChargeItemDefinition.extension.extension.extension.value[x]","","","",0,1,"","","","decimal {[]} {[]}
integer {[]} {[]}","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"","type:$this}
","",,"closed","Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.value[x]:valueDecimal","ChargeItemDefinition.extension.extension.extension.value[x]","valueDecimal","","",0,1,"","","","decimal {[]} {[]}
","Rule value (decimal)","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:value.value[x]:valueInteger","ChargeItemDefinition.extension.extension.extension.value[x]","valueInteger","","",0,1,"","","","integer {[]} {[]}
","Rule value (integer)","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:attribute","ChargeItemDefinition.extension.extension.extension","attribute","","",0,1,"Y","","","Extension {[]} {[]}
","Rule attribute (e.g., Prescription, BSO, RuralPSO)","Attribute code that qualifies the rule type, such as the specific funding mechanism","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:attribute.id","ChargeItemDefinition.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:attribute.extension","ChargeItemDefinition.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:attribute.url","ChargeItemDefinition.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""attribute""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:attribute.value[x]","ChargeItemDefinition.extension.extension.extension.value[x]","","","",0,1,"","","","code {[]} {[]}
","Rule attribute","Attribute associated with the funding rule (e.g., Rx, Subsidy). This may be used to further qualify the rule type where required.","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:href","ChargeItemDefinition.extension.extension.extension","href","","",0,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:href.id","ChargeItemDefinition.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:href.extension","ChargeItemDefinition.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:href.url","ChargeItemDefinition.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""href""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.extension:href.value[x]","ChargeItemDefinition.extension.extension.extension.value[x]","","","",0,1,"","","","code {[]} {[]}
","Rule href/reference","Reference code for special funding arrangements (e.g., SA2137)","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.url","ChargeItemDefinition.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""rule""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.extension:rule.value[x]","ChargeItemDefinition.extension.extension.value[x]","","","",0,0,"","","","base64Binary {[]} {[]}
boolean {[]} {[]}canonical {[]} {[]}code {[]} {[]}date {[]} {[]}dateTime {[]} {[]}decimal {[]} {[]}id {[]} {[]}instant {[]} {[]}integer {[]} {[]}markdown {[]} {[]}oid {[]} {[]}positiveInt {[]} {[]}string {[]} {[]}time {[]} {[]}unsignedInt {[]} {[]}uri {[]} {[]}url {[]} {[]}uuid {[]} {[]}Address {[]} {[]}Age {[]} {[]}Annotation {[]} {[]}Attachment {[]} {[]}CodeableConcept {[]} {[]}Coding {[]} {[]}ContactPoint {[]} {[]}Count {[]} {[]}Distance {[]} {[]}Duration {[]} {[]}HumanName {[]} {[]}Identifier {[]} {[]}Money {[]} {[]}Period {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}Reference {[]} {[]}SampledData {[]} {[]}Signature {[]} {[]}Timing {[]} {[]}ContactDetail {[]} {[]}Contributor {[]} {[]}DataRequirement {[]} {[]}Expression {[]} {[]}ParameterDefinition {[]} {[]}RelatedArtifact {[]} {[]}TriggerDefinition {[]} {[]}UsageContext {[]} {[]}Dosage {[]} {[]}Meta {[]} {[]}","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:fundingRule.url","ChargeItemDefinition.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://schedule.pharmac.govt.nz/fhir/StructureDefinition/funding-rule""/>","","","","",,,,,"",,,,"Extension.url",1,1,"","","N/A"
"ChargeItemDefinition.extension:fundingRule.value[x]","ChargeItemDefinition.extension.value[x]","","","",0,0,"","","","base64Binary {[]} {[]}
boolean {[]} {[]}canonical {[]} {[]}code {[]} {[]}date {[]} {[]}dateTime {[]} {[]}decimal {[]} {[]}id {[]} {[]}instant {[]} {[]}integer {[]} {[]}markdown {[]} {[]}oid {[]} {[]}positiveInt {[]} {[]}string {[]} {[]}time {[]} {[]}unsignedInt {[]} {[]}uri {[]} {[]}url {[]} {[]}uuid {[]} {[]}Address {[]} {[]}Age {[]} {[]}Annotation {[]} {[]}Attachment {[]} {[]}CodeableConcept {[]} {[]}Coding {[]} {[]}ContactPoint {[]} {[]}Count {[]} {[]}Distance {[]} {[]}Duration {[]} {[]}HumanName {[]} {[]}Identifier {[]} {[]}Money {[]} {[]}Period {[]} {[]}Quantity {[]} {[]}Range {[]} {[]}Ratio {[]} {[]}Reference {[]} {[]}SampledData {[]} {[]}Signature {[]} {[]}Timing {[]} {[]}ContactDetail {[]} {[]}Contributor {[]} {[]}DataRequirement {[]} {[]}Expression {[]} {[]}ParameterDefinition {[]} {[]}RelatedArtifact {[]} {[]}TriggerDefinition {[]} {[]}UsageContext {[]} {[]}Dosage {[]} {[]}Meta {[]} {[]}","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","N/A"
"ChargeItemDefinition.extension:costBrandSource","ChargeItemDefinition.extension","costBrandSource","","",0,0,"","","","Extension {[CanonicalType[https://fhir-ig.digital.health.nz/pharmac-schedules/StructureDefinition/cost-brand-source]]} {[]}
","Cost Brand Source","Indicates whether pricing for this item is sourced from a cost brand.","","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
